kaisai_tsukihi,keibajo_code,race_bango,recommendation,top1_deviation,top5_predicted,top3_actual,hit_count,is_hit
1121,45,11,★★★★★,70.1,"4,5,7,2,6","4,2,9",2,×
1121,45,12,★★★★★,71.5,"14,9,6,1,3","11,2,14",1,×
1121,48,1,★★★★★,74.8,"1,8,10,4,11","10,8,1",3,○
1121,48,2,★★★★☆,67.4,"11,8,5,1,3","8,11,5",3,○
1121,48,3,★★★★★,74.1,"11,6,7,12,9","6,11,7",3,○
1121,48,4,★★★★☆,66.3,"8,6,3,2,4","6,7,8",2,×
1121,48,5,★★★★☆,69.4,"5,9,8,7,4","8,5,9",3,○
1121,48,6,★★★★★,73.9,"11,9,7,8,2","9,11,8",3,○
1121,48,7,★★★★☆,66.1,"6,7,1,10,5","6,7,1",3,○
1121,48,8,★★★★★,70.8,"6,8,3,7,9","6,11,3",2,×
1121,48,9,★★★★☆,68.8,"9,7,2,8,4","9,2,4",3,○
1121,48,10,★★★★★,73.2,"6,2,8,4,10","8,11,2",2,×
1121,48,11,★★★★★,76.2,"8,2,4,3,9","8,9,4",3,○
1122,55,1,★★★★★,78.0,"8,6,9,1,10","8,9,10",3,○
1122,55,2,★★★★☆,68.5,"10,4,1,3,2","1,3,6",2,×
1122,55,3,★★★★★,71.3,"3,8,2,7,6","2,3,8",3,○
1122,55,4,★★★★★,70.8,"7,6,4,11,12","4,6,7",3,○
1122,55,5,★★★★★,71.8,"1,6,11,3,8","7,1,11",2,×
1122,55,6,★★★★☆,66.0,"5,4,8,2,6","2,4,6",3,○
1122,55,7,★★★★★,70.6,"10,5,11,4,1","6,5,12",1,×
1122,55,8,★★★★☆,68.9,"6,8,7,2,9","6,2,7",3,○
1122,55,9,★★★★★,76.9,"9,11,4,6,8","9,11,7",2,×
1123,46,1,★★★★☆,68.6,"5,8,2,7,1","5,8,2",3,○
1123,46,2,★★★★★,73.7,"2,6,1,7,4","2,7,6",3,○
1123,46,3,★★★★★,70.2,"6,2,1,3,4","6,2,1",3,○
1123,46,4,★★★★★,73.4,"2,4,7,3,6","3,2,4",3,○
1123,46,5,★★★★★,74.3,"5,3,4,2,7","5,4,1",2,×
1123,46,6,★★★★★,75.1,"2,4,8,1,5","2,4,8",3,○
1123,46,7,★★★★☆,65.1,"5,1,3,7,6","3,1,5",3,○
1123,46,8,★★★★☆,67.0,"3,1,11,2,9","8,3,9",2,×
1123,46,9,★★★★★,73.8,"9,2,11,6,8","9,6,2",3,○
1123,46,11,★★★★☆,68.5,"5,6,3,1,2","5,1,3",3,○
1123,54,1,★★★★★,71.8,"3,9,2,6,5","9,3,5",3,○
1123,54,2,★★★★☆,69.6,"1,5,7,2,4","1,2,5",3,○
1123,54,3,★★★★☆,66.7,"7,8,3,9,2","8,7,3",3,○
1123,54,4,★★★★☆,67.9,"1,5,9,7,2","5,9,3",2,×
1123,54,6,★★★★☆,68.4,"8,4,5,7,6","8,4,5",3,○
1123,54,7,★★★★★,70.6,"10,9,3,5,2","10,1,9",2,×
1123,54,8,★★★★★,74.7,"6,7,4,3,8","5,1,7",1,×
1123,54,9,★★★★☆,65.1,"10,5,4,7,1","7,10,2",2,×
1123,54,10,★★★★★,73.0,"2,3,6,7,5","2,3,4",2,×
1123,54,11,★★★★★,72.6,"2,4,7,3,11","2,11,5",2,×
1123,55,1,★★★★★,71.0,"8,11,2,6,4","8,4,11",3,○
1123,55,2,★★★★☆,66.7,"6,4,7,5,8","6,7,4",3,○
1123,55,3,★★★★☆,69.8,"10,9,4,2,3","9,4,7",2,×
1123,55,4,★★★★★,75.3,"4,3,11,2,9","3,4,9",3,○
1123,55,5,★★★★★,74.4,"12,5,1,9,2","12,5,1",3,○
1123,55,6,★★★★☆,68.8,"3,1,2,6,4","2,3,4",3,○
1123,55,7,★★★★☆,69.1,"5,3,10,9,7","10,11,5",2,×
1123,55,8,★★★★★,73.2,"8,9,5,11,4","8,1,9",2,×
1123,55,9,★★★★★,78.3,"10,11,3,4,2","4,10,7",2,×
1124,36,1,★★★★☆,68.0,"5,4,8,1,6","4,5,7",2,×
1124,36,2,★★★★★,71.5,"1,2,7,4,5","1,2,8",2,×
1124,36,3,★★★★★,80.2,"11,1,9,6,5","11,9,3",2,×
1124,36,4,★★★★☆,68.5,"1,5,4,7,3","7,3,5",3,○
1124,36,5,★★★★☆,67.5,"6,3,11,9,5","7,1,6",1,×
1124,36,6,★★★★★,78.0,"8,10,9,7,6","8,1,3",1,×
1124,36,7,★★★★★,72.7,"3,8,10,5,1","2,3,6",1,×
1124,36,8,★★★★★,73.0,"7,10,5,9,11","7,10,4",2,×
1124,36,9,★★★★★,79.7,"6,3,5,8,11","10,3,2",1,×
1124,36,12,★★★★★,71.8,"8,6,5,7,2","8,6,5",3,○
1124,46,1,★★★★★,71.9,"2,8,7,1,6","7,2,1",3,○
1124,46,3,★★★★★,70.8,"2,1,3,5,7","8,5,1",2,×
1124,46,4,★★★★☆,67.6,"4,3,1,5,2","1,4,3",3,○
1124,46,6,★★★★★,71.1,"4,7,9,2,5","7,4,2",3,○
1124,46,7,★★★★★,72.5,"10,6,1,5,9","10,2,3",1,×
1124,46,9,★★★★☆,68.9,"8,5,9,2,7","2,4,5",2,×
1124,46,10,★★★★☆,69.8,"3,7,5,6,10","3,6,2",2,×
1124,54,1,★★★★☆,66.0,"4,2,6,3,5","4,2,3",3,○
1124,54,2,★★★★☆,68.2,"7,5,6,1,4","5,3,4",2,×
1124,54,3,★★★★★,70.0,"5,8,9,1,4","9,8,4",3,○
1124,54,5,★★★★☆,66.3,"1,7,8,2,9","2,6,7",2,×
1124,54,6,★★★★★,75.6,"8,6,5,1,7","8,5,7",3,○
1124,54,7,★★★★☆,68.6,"5,6,10,3,8","8,10,5",3,○
1124,54,8,★★★★★,71.4,"8,5,7,3,10","8,9,5",2,×
1124,54,9,★★★★★,74.4,"9,8,5,6,4","9,8,5",3,○
1124,54,10,★★★★★,72.7,"8,3,1,7,4","3,7,1",3,○
1124,54,11,★★★★★,71.7,"1,4,2,5,9","7,8,2",1,×
1124,54,12,★★★★☆,66.5,"9,8,2,11,6","9,8,6",3,○
1124,55,1,★★★★★,72.8,"3,6,5,2,4","3,6,2",3,○
1124,55,2,★★★★☆,67.5,"7,3,6,11,4","6,7,11",3,○
1124,55,3,★★★★☆,67.0,"11,3,8,5,6","8,11,3",3,○
1124,55,4,★★★★★,70.6,"5,1,10,6,8","1,5,6",3,○
1124,55,5,★★★★★,77.4,"2,11,4,12,6","2,12,11",3,○
1124,55,6,★★★★★,76.4,"7,3,11,1,10","7,3,9",2,×
1124,55,8,★★★★★,76.6,"9,11,3,5,1","9,2,1",2,×
1125,36,1,★★★★★,72.5,"8,5,9,10,3","8,5,1",2,×
1125,36,3,★★★★☆,69.8,"8,10,6,2,4","10,8,1",2,×
1125,36,4,★★★★☆,69.8,"2,9,6,3,5","2,9,10",2,×
1125,36,5,★★★★★,76.8,"4,2,5,10,3","2,8,4",2,×
1125,36,6,★★★★☆,67.4,"7,1,2,4,8","1,8,4",3,○
1125,36,7,★★★★☆,68.5,"7,6,4,5,9","4,7,9",3,○
1125,36,8,★★★★★,74.6,"6,10,9,1,2","6,7,8",1,×
1125,36,9,★★★★★,75.6,"8,2,1,3,4","8,1,3",3,○
1125,36,10,★★★★☆,66.7,"3,6,5,11,10","3,11,9",2,×
1125,36,11,★★★★★,73.4,"3,6,11,4,10","6,5,3",2,×
1125,36,12,★★★★★,73.9,"11,3,4,8,1","9,11,5",1,×
1125,42,1,★★★★☆,67.2,"12,9,2,3,6","9,12,4",2,×
1125,42,2,★★★★☆,65.5,"8,7,3,1,9","8,7,11",2,×
1125,42,3,★★★★☆,66.6,"3,2,5,4,1","4,5,2",3,○
1125,42,4,★★★★☆,68.4,"3,4,5,2,1","4,3,1",3,○
1125,42,5,★★★★☆,67.6,"8,12,11,4,2","6,4,2",2,×
1125,42,6,★★★★☆,68.3,"2,12,8,4,1","2,10,5",1,×
1125,42,7,★★★★★,77.8,"7,9,2,6,4","9,2,7",3,○
1125,42,8,★★★★☆,69.0,"9,12,4,1,7","4,5,8",1,×
1125,42,9,★★★★★,70.4,"1,5,2,9,10","2,6,1",2,×
1125,42,10,★★★★☆,69.9,"10,9,2,1,7","6,8,9",1,×
1125,42,11,★★★★★,76.8,"2,9,8,12,4","2,9,12",3,○
1125,42,12,★★★★☆,65.8,"12,10,2,8,3","4,3,10",2,×
1125,46,1,★★★★☆,66.9,"4,7,1,6,5","4,7,1",3,○
1125,46,2,★★★★★,77.5,"6,3,7,8,9","6,3,8",3,○
1125,46,3,★★★★★,73.8,"2,4,1,8,7","2,3,9",1,×
1125,46,4,★★★★☆,67.1,"2,3,6,1,8","3,1,8",3,○
1125,46,5,★★★★☆,68.4,"3,4,9,1,8","4,3,9",3,○
1125,46,6,★★★★☆,69.3,"2,7,3,4,1","4,3,2",3,○
1125,46,7,★★★★★,70.5,"5,9,6,3,4","3,2,5",2,×
1125,46,8,★★★★☆,65.3,"2,3,8,5,1","2,9,5",2,×
1125,46,9,★★★★★,75.8,"5,6,8,10,4","10,1,2",1,×
1125,46,10,★★★★☆,68.5,"1,9,4,8,11","1,11,8",3,○
1125,46,11,★★★★★,72.6,"3,5,9,11,4","3,2,8",1,×
1125,48,1,★★★★☆,70.0,"2,7,4,6,3","2,7,4",3,○
1125,48,2,★★★★★,79.1,"9,6,5,3,11","6,9,11",3,○
1125,48,3,★★★★★,73.7,"11,10,7,9,4","7,11,2",2,×
1125,48,4,★★★★★,70.2,"8,12,1,7,3","8,12,11",2,×
1125,48,5,★★★★☆,66.3,"2,4,12,8,7","4,12,10",2,×
1125,48,6,★★★★★,71.8,"1,9,7,8,6","8,9,2",2,×
1125,48,8,★★★★★,74.1,"7,2,4,8,9","9,7,4",3,○
1125,48,9,★★★★★,70.5,"5,4,8,9,7","5,9,7",3,○
1125,48,10,★★★★☆,68.2,"11,1,4,10,5","5,10,11",3,○
1125,48,11,★★★★☆,68.7,"4,6,7,3,2","6,5,4",2,×
1125,48,12,★★★★★,70.9,"7,11,6,10,2","12,8,2",1,×
1125,50,2,★★★★★,75.3,"5,1,11,2,6","5,1,4",2,×
1125,50,3,★★★★☆,68.2,"3,4,6,7,8","8,4,3",3,○
1125,50,4,★★★★★,75.0,"5,1,3,7,6","12,1,5",2,×
1125,50,5,★★★★★,70.9,"3,11,8,5,1","12,11,3",2,×
1125,50,6,★★★★☆,69.1,"4,12,9,3,7","4,11,3",2,×
1125,50,7,★★★★★,71.5,"6,4,2,3,5","6,4,3",3,○
1125,50,8,★★★★★,77.1,"3,11,5,2,9","3,11,1",2,×
1125,50,9,★★★★★,71.8,"7,1,10,8,4","9,7,4",2,×
1125,50,10,★★★★☆,68.4,"6,1,8,2,4","6,10,1",2,×
1125,50,12,★★★★★,75.8,"3,10,9,4,6","11,3,4",2,×
1126,36,1,★★★★★,71.5,"10,5,4,6,8","2,8,3",1,×
1126,36,3,★★★★★,75.5,"6,7,5,9,2","4,9,7",2,×
1126,36,4,★★★★★,75.6,"7,5,2,9,8","7,5,9",3,○
1126,36,5,★★★★★,74.3,"7,8,5,9,1","7,10,8",2,×
1126,36,7,★★★★☆,69.1,"3,7,8,9,5","9,8,7",3,○
1126,36,8,★★★★★,77.9,"8,6,1,7,5","8,6,7",3,○
1126,36,9,★★★★☆,65.7,"6,3,4,2,1","8,6,2",2,×
1126,36,10,★★★★☆,66.9,"8,1,2,6,3","7,6,8",2,×
1126,36,12,★★★★★,71.1,"2,4,1,5,3","2,3,1",3,○
1126,42,1,★★★★★,77.2,"6,7,10,4,5","6,7,4",3,○
1126,42,2,★★★★☆,69.1,"8,2,5,10,12","2,8,12",3,○
1126,42,3,★★★★☆,66.6,"2,7,1,6,9","2,1,6",3,○
1126,42,4,★★★★★,72.3,"11,7,3,8,1","8,1,2",2,×
1126,42,5,★★★★★,76.9,"3,4,6,11,1","3,1,4",3,○
1126,42,6,★★★★★,77.6,"9,5,1,8,7","9,8,3",2,×
1126,42,8,★★★★★,72.4,"5,3,10,8,9","8,4,3",2,×
1126,42,10,★★★★★,71.3,"7,3,5,1,6","6,3,9",2,×
1126,42,11,★★★★☆,66.4,"11,3,9,5,6","9,11,6",3,○
1126,42,12,★★★★★,70.6,"9,11,13,12,7","13,9,8",2,×
1126,48,1,★★★★☆,65.4,"5,1,10,3,4","11,8,1",1,×
1126,48,2,★★★★★,72.3,"8,1,9,4,11","9,11,8",3,○
1126,48,3,★★★★★,74.8,"4,10,11,6,7","10,4,7",3,○
1126,48,4,★★★★☆,68.8,"2,6,7,3,5","5,6,2",3,○
1126,48,5,★★★★★,78.2,"9,10,1,7,2","9,10,1",3,○
1126,48,7,★★★★★,71.9,"4,2,10,6,7","4,2,10",3,○
1126,48,8,★★★★★,75.0,"7,12,5,11,2","5,7,12",3,○
1126,48,9,★★★★★,72.2,"6,11,12,5,7","4,5,8",1,×
1126,48,10,★★★★★,75.0,"4,11,1,5,2","4,11,5",3,○
1126,48,11,★★★★★,81.2,"9,6,8,3,4","9,4,3",3,○
1126,48,12,★★★★★,80.8,"3,10,7,2,5","3,8,7",2,×
1126,50,1,★★★★★,76.5,"4,6,12,3,10","6,4,10",3,○
1126,50,2,★★★★★,73.4,"12,2,4,8,1","10,3,12",1,×
1126,50,3,★★★★★,71.0,"10,9,6,2,3","10,9,12",2,×
1126,50,5,★★★★★,74.7,"1,12,6,4,3","1,12,3",3,○
1126,50,6,★★★★★,75.1,"4,11,10,6,8","11,4,6",3,○
1126,50,7,★★★★☆,68.6,"7,1,4,6,8","7,1,8",3,○
1126,50,8,★★★★★,75.8,"3,4,9,5,8","3,4,7",2,×
1126,50,10,★★★★★,71.0,"9,10,3,8,1","9,8,3",3,○
1126,50,12,★★★★★,74.0,"4,9,12,3,10","4,7,12",2,×
1127,42,1,★★★★☆,65.9,"7,8,3,2,12","7,12,8",3,○
1127,42,2,★★★★★,75.7,"10,3,12,13,6","13,10,12",3,○
1127,42,3,★★★★☆,68.6,"4,7,3,9,6","7,3,4",3,○
1127,42,5,★★★★★,73.2,"5,1,9,7,12","9,5,7",3,○
1127,42,7,★★★★☆,67.6,"12,8,1,10,4","10,2,12",2,×
1127,42,8,★★★★★,76.2,"7,4,1,5,11","1,11,4",3,○
1127,42,9,★★★★★,73.7,"13,7,1,10,9","13,7,1",3,○
1127,42,10,★★★★★,75.0,"4,3,12,13,7","7,3,12",3,○
1127,42,11,★★★★★,80.0,"2,11,7,3,5","2,4,7",2,×
1127,42,12,★★★★★,75.3,"3,10,2,4,12","3,4,2",3,○
1127,47,1,★★★★☆,66.0,"2,6,1,7,8","4,8,7",2,×
1127,47,3,★★★★☆,68.6,"7,3,6,8,2","7,8,6",3,○
1127,47,4,★★★★☆,69.9,"2,5,3,7,4","4,2,5",3,○
1127,47,6,★★★★☆,66.1,"7,4,5,3,2","5,4,7",3,○
1127,47,7,★★★★☆,65.0,"6,4,8,3,7","8,4,6",3,○
1127,47,8,★★★★☆,66.5,"10,2,1,5,3","2,1,10",3,○
1127,47,10,★★★★☆,66.6,"1,4,7,3,5","4,1,6",2,×
1127,50,1,★★★★☆,68.0,"10,6,8,7,3","6,10,9",2,×
1127,50,2,★★★★★,71.1,"6,3,5,2,1","12,6,8",1,×
1127,50,4,★★★★★,72.6,"12,2,9,6,1","2,12,8",2,×
1127,50,5,★★★★☆,67.5,"9,3,1,7,10","9,6,3",2,×
1127,50,6,★★★★☆,68.0,"8,12,7,10,9","11,8,10",2,×
1127,50,7,★★★★☆,66.8,"6,2,4,9,1","8,2,6",2,×
1127,50,8,★★★★★,74.7,"9,3,7,4,2","9,3,7",3,○
1127,50,9,★★★★☆,66.6,"4,2,10,7,9","11,10,2",2,×
1127,50,11,★★★★☆,67.6,"12,2,10,9,11","12,2,1",2,×
1127,50,12,★★★★★,72.9,"11,4,1,10,9","4,11,12",2,×
1128,42,1,★★★★★,71.1,"1,8,9,2,4","1,2,8",3,○
1128,42,2,★★★★☆,66.5,"12,5,3,9,7","12,9,3",3,○
1128,42,3,★★★★☆,67.8,"9,1,6,3,7","11,1,3",2,×
1128,42,4,★★★★★,71.7,"5,4,2,10,3","4,10,3",3,○
1128,42,5,★★★★★,79.6,"2,6,10,8,7","2,9,10",2,×
1128,42,6,★★★★☆,67.9,"8,11,10,2,3","11,1,2",2,×
1128,42,7,★★★★☆,67.3,"4,2,5,7,6","5,2,4",3,○
1128,42,8,★★★★★,74.0,"1,7,2,12,5","1,7,5",3,○
1128,42,9,★★★★★,74.4,"12,9,7,1,8","12,8,7",3,○
1128,42,10,★★★★☆,69.9,"9,3,8,10,6","8,5,7",1,×
1128,42,11,★★★★★,72.1,"7,6,10,9,1","5,1,4",1,×
1128,42,12,★★★★★,75.9,"9,10,1,6,7","9,5,10",2,×
1128,47,1,★★★★★,77.6,"3,10,2,7,9","3,1,7",2,×
1128,47,2,★★★★☆,69.5,"10,6,7,9,8","6,9,5",2,×
1128,47,3,★★★★★,71.0,"5,9,2,3,1","6,1,5",2,×
1128,47,4,★★★★★,72.8,"4,3,5,6,2","4,5,6",3,○
1128,47,5,★★★★★,74.1,"5,6,2,8,4","2,5,4",3,○
1128,47,6,★★★★☆,67.9,"3,4,8,1,2","1,3,2",3,○
1128,47,7,★★★★★,72.5,"8,7,4,3,6","8,3,4",3,○
1128,47,8,★★★★★,71.8,"1,8,6,5,7","1,7,6",3,○
1128,47,9,★★★★★,71.5,"1,6,7,2,5","6,1,4",2,×
1128,47,10,★★★★☆,65.5,"3,6,1,5,4","3,7,6",2,×
1128,47,11,★★★★★,71.7,"7,1,2,3,5","7,5,1",3,○
1128,47,12,★★★★☆,67.5,"8,6,4,10,9","8,10,9",3,○
1129,54,1,★★★★☆,69.1,"4,7,1,5,3","5,3,4",3,○
1129,54,2,★★★★★,72.3,"5,10,9,8,7","7,9,4",2,×
1129,54,3,★★★★☆,66.8,"5,6,7,3,8","11,10,3",1,×
1129,54,4,★★★★★,76.2,"6,7,11,2,10","9,7,4",1,×
1129,54,5,★★★★★,71.4,"7,1,2,8,10","8,10,12",2,×
1129,54,6,★★★★☆,67.9,"11,1,2,12,3","11,2,3",3,○
1129,54,8,★★★★★,76.1,"4,10,3,1,9","4,5,3",2,×
1129,54,9,★★★★★,74.0,"6,3,2,1,10","6,3,8",2,×
1129,54,10,★★★★★,72.5,"10,6,1,4,11","10,3,6",2,×
1129,54,12,★★★★★,71.8,"1,3,9,10,6","8,12,5",0,×
1130,36,2,★★★★★,75.1,"8,6,3,4,5","2,4,6",2,×
1130,36,3,★★★★★,77.5,"6,5,1,3,4","6,5,3",3,○
1130,36,4,★★★★★,78.3,"6,3,2,1,8","3,8,2",3,○
1130,36,5,★★★★★,70.1,"3,7,6,9,1","4,3,7",2,×
1130,36,7,★★★★★,76.3,"3,8,7,1,5","3,8,7",3,○
1130,36,8,★★★★☆,67.2,"6,2,3,5,9","5,2,6",3,○
1130,36,9,★★★★★,79.2,"6,4,11,10,8","6,10,5",2,×
1130,36,11,★★★★★,75.9,"2,11,10,1,4","7,3,11",1,×
1130,36,12,★★★★☆,69.9,"5,8,6,1,2","8,5,4",2,×
1130,54,1,★★★★☆,69.3,"5,2,7,3,8","9,7,5",2,×
1130,54,2,★★★★☆,69.8,"6,2,3,5,9","3,5,9",3,○
1130,54,3,★★★★★,72.8,"10,3,7,6,8","5,3,6",2,×
1130,54,4,★★★★☆,67.8,"7,5,8,3,1","5,8,6",2,×
1130,54,5,★★★★☆,69.1,"8,1,9,10,6","8,9,1",3,○
1130,54,6,★★★★★,73.7,"4,1,3,2,5","2,4,5",3,○
1130,54,8,★★★★★,76.4,"8,2,3,5,9","8,2,1",2,×
1130,54,9,★★★★★,78.9,"11,4,9,3,6","11,6,4",3,○
1130,54,10,★★★★★,72.4,"6,3,1,10,4","2,7,11",0,×
1130,54,11,★★★★★,70.2,"7,1,2,6,4","1,2,5",2,×
1130,54,12,★★★★★,72.0,"2,12,6,8,3","5,11,10",0,×
1130,55,1,★★★★★,74.5,"4,11,5,12,6","12,4,6",3,○
1130,55,2,★★★★★,73.3,"2,3,5,6,9","2,5,3",3,○
1130,55,3,★★★★★,75.8,"2,1,8,4,5","2,7,4",2,×
1130,55,4,★★★★★,71.9,"3,5,10,9,7","7,5,3",3,○
1130,55,5,★★★★★,75.0,"11,3,4,5,2","11,2,3",3,○
1130,55,6,★★★★★,72.1,"5,4,10,8,1","4,1,5",3,○
1130,55,7,★★★★★,71.1,"9,5,7,8,6","5,8,9",3,○
1130,55,9,★★★★☆,69.6,"7,3,5,9,4","7,2,3",2,×
1130,55,10,★★★★★,74.4,"9,4,6,1,5","6,9,4",3,○
