date,race_id,pred_top3,pred_top5,actual_top3,actual_top5,pred_pwin_top5
20250115,2025_0115_44_01,8|5|2,8|5|2|7|10,8|7,8|7|2,0.268839|0.149355|0.096300|0.087784|0.083433
20250115,2025_0115_44_02,11|6|3,11|6|3|13|12,3,3|13,0.089944|0.088247|0.078212|0.072998|0.071955
20250115,2025_0115_44_03,1|4|2,1|4|2|5|7,4|5|7,4|5|7,0.193730|0.193730|0.154984|0.154984|0.129154
20250115,2025_0115_44_04,8|4|7,8|4|7|11|3,11|8,11|8|7,0.119017|0.095214|0.095214|0.090067|0.079345
20250115,2025_0115_44_05,4|14|3,4|14|3|9|13,14|13|4,14|13|4,0.117062|0.117062|0.079017|0.078042|0.078042
20250115,2025_0115_44_06,8|11|6,8|11|6|12|1,6|11|8,6|11|8|12,0.127262|0.127262|0.084842|0.084842|0.076357
20250115,2025_0115_44_07,8|6|2,8|6|2|3|14,6|3|8,6|3|8,0.182722|0.156619|0.075609|0.071500|0.064968
20250115,2025_0115_44_08,7|12|5,7|12|5|2|1,1,1|2,0.144202|0.123602|0.105748|0.091328|0.084118
20250115,2025_0115_44_09,10|11|9,10|11|9|1|7,9|7,9|7|10,0.123013|0.111480|0.101925|0.095555|0.095555
20250115,2025_0115_44_10,1|8|10,1|8|10|11|9,11,11,0.111392|0.109995|0.106329|0.088607|0.082952
20250115,2025_0115_44_11,11|8|10,11|8|10|5|1,11|8|10,11|8|10|5,0.343776|0.128916|0.090467|0.074734|0.068755
20250115,2025_0115_44_12,11|2|5,11|2|5|3|9,5|2,5|2|3,0.190232|0.163056|0.117066|0.095116|0.095116
20250115,2025_0115_48_01,2|9|3,2|9|3|10|6,3|10,3|10|6,0.132912|0.117635|0.112774|0.092379|0.088105
20250115,2025_0115_48_02,11|1|8,11|1|8|6|9,6|9|8,6|9|8,0.109774|0.107596|0.102157|0.099320|0.097514
20250115,2025_0115_48_03,10|3|11,10|3|11|7|1,7|10|11,7|10|11|1,0.147725|0.130345|0.129583|0.103667|0.083178
20250115,2025_0115_48_04,10|2|4,10|2|4|1|5,1,1|10,0.130885|0.099605|0.098164|0.089984|0.085048
20250115,2025_0115_48_05,10|8|5,10|8|5|2|3,8|3,8|3|10,0.222639|0.111320|0.102757|0.091675|0.089056
20250115,2025_0115_48_06,2|10|3,2|10|3|7|4,4|2|3,4|2|3|10|7,0.112708|0.112296|0.110541|0.109684|0.104598
20250115,2025_0115_48_07,7|4|6,7|4|6|8|3,8|7,8|7|4,0.172703|0.134072|0.111973|0.108289|0.093030
20250115,2025_0115_48_08,2|8|5,2|8|5|6|3,,3,0.156531|0.140338|0.110384|0.093059|0.086034
20250115,2025_0115_48_09,1|3|4,1|3|4|6|7,4|7|6,4|7|6,0.131628|0.131628|0.131628|0.131628|0.131628
20250115,2025_0115_48_10,4|5|6,4|5|6|1|2,4|5,4|5|1,0.270071|0.180047|0.114082|0.110614|0.102550
20250115,2025_0115_48_11,4|9|6,4|9|6|2|1,6|4,6|4|9,0.414952|0.101326|0.088020|0.084990|0.074479
20250115,2025_0115_50_01,6|9|12,6|9|12|11|7,6,6|7|12,0.120748|0.104452|0.102635|0.088606|0.083974
20250115,2025_0115_50_02,2|9|8,2|9|8|12|4,2|8,2|8|9,0.189734|0.130103|0.084326|0.076919|0.076660
20250115,2025_0115_50_03,2|5|1,2|5|1|12|9,5,5|2,0.125613|0.125613|0.101457|0.094210|0.090805
20250115,2025_0115_50_04,2|10|5,2|10|5|6|1,2|10|5,2|10|5|6,0.256702|0.256702|0.073343|0.063342|0.056474
20250115,2025_0115_50_05,9|5|7,9|5|7|8|6,6|9,6|9|8,0.117597|0.117212|0.108092|0.102477|0.099324
20250115,2025_0115_50_06,1|6|7,1|6|7|8|2,,2,0.201532|0.201532|0.201532|0.100766|0.067177
20250115,2025_0115_50_07,5|7|3,5|7|3|8|12,5|8,5|8,0.133914|0.130194|0.119035|0.100435|0.085218
20250115,2025_0115_50_08,2|6|3,2|6|3|7|10,2|3|6,2|3|6,0.279212|0.116338|0.111685|0.077229|0.065925
20250115,2025_0115_50_09,6|9|8,6|9|8|5|10,9|8,9|8|6,0.110402|0.101909|0.097479|0.086231|0.084377
20250115,2025_0115_50_10,2|4|6,2|4|6|8|9,,6|2,0.143416|0.143416|0.143416|0.143416|0.143416
20250115,2025_0115_50_11,4|10|3,4|10|3|8|12,12|3,12|3,0.277264|0.138632|0.082693|0.080261|0.073937
20250115,2025_0115_50_12,2|3|12,2|3|12|11|5,3|12|5,3|12|5|2,0.132421|0.115868|0.101385|0.099316|0.092168
20250115,2025_0115_54_01,4|8|5,4|8|5|6|1,8|5|1,8|5|1|6,0.511085|0.082433|0.078629|0.077307|0.068145
20250115,2025_0115_54_02,7|8|1,7|8|1|3|2,7|8|2,7|8|2|3|1,0.402039|0.172303|0.104232|0.080408|0.074452
20250115,2025_0115_54_03,6|5|1,6|5|1|4|3,5|3,5|3|4|1,0.385133|0.256755|0.075026|0.069393|0.064189
20250115,2025_0115_54_04,2|3|6,2|3|6|1|9,6|2|1,6|2|1,0.183605|0.136556|0.133769|0.106407|0.099181
20250115,2025_0115_54_05,2|3|9,2|3|9|4|8,2|3,2|3|4,0.231785|0.113317|0.093967|0.093462|0.089312
20250115,2025_0115_54_06,7|10|4,7|10|4|1|3,10|7,10|7|4,0.178160|0.136501|0.124429|0.113609|0.101926
20250115,2025_0115_54_07,5|12|1,5|12|1|10|3,5|1,5|1|12,0.117580|0.116471|0.098976|0.090676|0.086421
20250115,2025_0115_54_08,9|8|4,9|8|4|3|2,8,8|2|4,0.326783|0.183816|0.108928|0.076100|0.061106
20250115,2025_0115_54_09,8|1|3,8|1|3|9|7,8|3,8|3|1,0.212407|0.194707|0.110052|0.109523|0.080732
20250115,2025_0115_54_10,7|5|8,7|5|8|3|6,8|3,8|3,0.106798|0.090567|0.090469|0.089920|0.089361
20250116,2025_0116_44_01,7|9|5,7|9|5|12|8,8|12,8|12|5,0.159784|0.159784|0.136958|0.075192|0.073746
20250116,2025_0116_44_02,3|13|14,3|13|14|1|9,3,3|9,0.133081|0.088721|0.088721|0.066541|0.066541
20250116,2025_0116_44_03,4|6|5,4|6|5|1|2,5|6|1,5|6|1,0.170316|0.129129|0.116216|0.099209|0.077477
20250116,2025_0116_44_04,7|1|8,7|1|8|11|5,11|1|8,11|1|8,0.279904|0.163277|0.132586|0.130622|0.066644
20250116,2025_0116_44_05,9|4|1,9|4|1|10|3,4|9|3,4|9|3|10,0.180270|0.099724|0.097646|0.094856|0.086796
20250116,2025_0116_44_06,9|3|1,9|3|1|5|10,9|1,9|1,0.219776|0.120877|0.087910|0.080584|0.067466
20250116,2025_0116_44_07,9|8|7,9|8|7|5|1,9|8,9|8|7,0.156017|0.103246|0.097511|0.096838|0.094028
20250116,2025_0116_44_08,6|10|5,6|10|5|2|8,2|6|10|5,2|6|10|5,0.158443|0.123999|0.114079|0.108647|0.105399
20250116,2025_0116_44_09,7|3|1,7|3|1|11|10,7|11,7|11|10,0.200402|0.090036|0.079647|0.078916|0.077234
20250116,2025_0116_44_10,11|14|5,11|14|5|15|2,2,2|11|14,0.108059|0.104881|0.098007|0.089428|0.086448
20250116,2025_0116_44_11,2|4|6,2|4|6|3|5,4|5|3,4|5|3|6|2,0.290153|0.181345|0.161196|0.148796|0.128957
20250116,2025_0116_44_12,4|3|2,4|3|2|8|6,3,3|4,0.156151|0.152373|0.095426|0.092018|0.085883
20250116,2025_0116_48_01,1|5|4,1|5|4|7|8,5|4,5|4|1|8,0.147086|0.135771|0.127785|0.120686|0.098057
20250116,2025_0116_48_02,9|6|10,9|6|10|8|4,6|8,6|8|4,0.410153|0.093217|0.084443|0.072380|0.068359
20250116,2025_0116_48_03,8|1|7,8|1|7|5|9,7|5|9,7|5|9|8|1,0.150180|0.129567|0.127075|0.114721|0.100658
20250116,2025_0116_48_04,6|2|8,6|2|8|1|10,6|2|8,6|2|8|10,0.172599|0.153422|0.143833|0.111098|0.090658
20250116,2025_0116_48_05,6|4|9,6|4|9|8|1,1|6,1|6|9,0.218343|0.149393|0.132461|0.121648|0.090976
20250116,2025_0116_48_06,4|2|1,4|2|1|7|3,4|3|1,4|3|1|7,0.324124|0.109144|0.094032|0.087817|0.086085
20250116,2025_0116_48_07,5|7|2,5|7|2|9|6,2|9|6,2|9|6|7,0.121402|0.120439|0.119692|0.118249|0.106338
20250116,2025_0116_48_08,2|6|3,2|6|3|4|7,4|3,4|3|7,0.197739|0.163349|0.161016|0.152312|0.127357
20250116,2025_0116_48_09,5|4|6,5|4|6|1|3,5|3|4,5|3|4,0.226931|0.160456|0.154726|0.133489|0.130295
20250116,2025_0116_48_10,3|5|2,3|5|2|7|4,5|3|4,5|3|4,0.272881|0.171651|0.140031|0.127344|0.114964
20250116,2025_0116_48_11,8|12|7,8|12|7|9|2,8|9|2,8|9|2|12,0.246943|0.102893|0.094073|0.089797|0.077982
20250116,2025_0116_48_12,5|2|10,5|2|10|8|3,5|8|10,5|8|10|2|3,0.333225|0.133290|0.091924|0.071405|0.070684
20250116,2025_0116_50_01,12|4|1,12|4|1|6|11,12|1,12|1|4,0.223039|0.116830|0.102226|0.088725|0.081781
20250116,2025_0116_50_02,2|3|1,2|3|1|5|7,7|3,7|3|2,0.492677|0.109484|0.098535|0.082113|0.082113
20250116,2025_0116_50_03,8|1|10,8|1|10|9|12,8|1,8|1|9,0.108799|0.106145|0.103618|0.092159|0.091337
20250116,2025_0116_50_04,7|5|9,7|5|9|11|8,,8,0.177956|0.109200|0.094832|0.093427|0.086685
20250116,2025_0116_50_05,12|3|5,12|3|5|2|7,2|3,2|3|5,0.339207|0.092511|0.071832|0.064406|0.063909
20250116,2025_0116_50_06,9|7|10,9|7|10|3|5,5|9,5|9|3,0.117213|0.100241|0.089103|0.088238|0.086557
20250116,2025_0116_50_07,11|9|12,11|9|12|2|7,11|2,11|2|9,0.145378|0.136681|0.118456|0.094765|0.081227
20250116,2025_0116_50_08,9|6|1,9|6|1|5|12,9|12,9|12|6,0.287803|0.084464|0.074006|0.074006|0.072741
20250116,2025_0116_50_09,11|12|3,11|12|3|5|2,3|12,3|12|11|2,0.120407|0.111361|0.108830|0.108830|0.097307
20250116,2025_0116_50_10,11|5|12,11|5|12|2|6,11|5,11|5|6,0.155612|0.124490|0.121032|0.086670|0.083499
20250116,2025_0116_50_11,2|12|4,2|12|4|10|9,2|12,2|12,0.240576|0.151636|0.092403|0.074170|0.071079
20250116,2025_0116_50_12,5|8|1,5|8|1|9|7,5|8|9,5|8|9|7,0.179836|0.114249|0.107902|0.107902|0.080926
20250117,2025_0117_44_01,8|4|6,8|4|6|1|9,6|8|4,6|8|4|9,0.312516|0.156258|0.095113|0.082241|0.078129
20250117,2025_0117_44_02,5|4|9,5|4|9|12|13,5,5|12,0.134073|0.089382|0.073740|0.073131|0.073131
20250117,2025_0117_44_03,11|5|1,11|5|1|4|7,1|11,1|11,0.207546|0.155660|0.088948|0.083817|0.080054
20250117,2025_0117_44_04,10|6|9,10|6|9|1|11,1|10|9,1|10|9,0.192533|0.144400|0.123771|0.120333|0.072200
20250117,2025_0117_44_05,6|2|5,6|2|5|4|7,2|5,2|5|6,0.193036|0.160863|0.160863|0.134053|0.129475
20250117,2025_0117_44_06,3|4|11,3|4|11|1|6,1|4|11,1|4|11|6,0.128927|0.122839|0.109190|0.089092|0.089092
20250117,2025_0117_44_07,1|2|7,1|2|7|3|8,1|7,1|7|8,0.108143|0.099824|0.097678|0.073854|0.072095
20250117,2025_0117_44_08,5|6|3,5|6|3|2|4,4|3|5,4|3|5|6,0.267128|0.221335|0.158096|0.123498|0.117672
20250117,2025_0117_44_09,5|1|4,5|1|4|10|7,10|4,10|4|1|5,0.178057|0.139349|0.126514|0.116124|0.093480
20250117,2025_0117_44_10,5|3|7,5|3|7|4|1,5,5|7|1,0.222710|0.121888|0.109615|0.107378|0.092307
20250117,2025_0117_44_11,11|4|10,11|4|10|5|7,5,5|7,0.129563|0.103650|0.082920|0.078722|0.076778
20250117,2025_0117_44_12,3|12|14,3|12|14|8|9,12|8,12|8,0.262313|0.174875|0.075933|0.068429|0.064240
20250117,2025_0117_48_01,1|3|4,1|3|4|5|7,,1,0.135591|0.135591|0.135591|0.135591|0.135591
20250117,2025_0117_48_02,8|9|7,8|9|7|4|10,8|7,8|7,0.285398|0.285398|0.067152|0.051891|0.049831
20250117,2025_0117_48_03,5|1|6,5|1|6|10|9,5|1|10,5|1|10|9|6,0.166033|0.154965|0.125051|0.102813|0.083017
20250117,2025_0117_48_04,7|6|3,7|6|3|5|4,3,3|7|4,0.157511|0.140010|0.130209|0.116258|0.089800
20250117,2025_0117_48_05,5|4|9,5|4|9|8|1,5,5|1,0.266594|0.107250|0.103472|0.094250|0.090678
20250117,2025_0117_48_06,4|8|10,4|8|10|3|2,8|4,8|4|10,0.175000|0.130952|0.130263|0.089630|0.087195
20250117,2025_0117_48_07,10|4|6,10|4|6|1|9,10|1,10|1|6|9,0.236580|0.114140|0.101006|0.093780|0.092003
20250117,2025_0117_48_08,1|9|4,1|9|4|7|11,11,11|1,0.150857|0.139253|0.105921|0.099345|0.094724
20250117,2025_0117_48_09,4|1|3,4|1|3|6|8,6,6|8|4,0.127806|0.114765|0.112049|0.092950|0.092549
20250117,2025_0117_48_10,4|3|2,4|3|2|5|1,1|5|4,1|5|4|3|2,0.213102|0.207275|0.204716|0.203638|0.171269
20250117,2025_0117_48_11,3|9|1,3|9|1|12|7,3|1,3|1|7,0.148904|0.148904|0.093065|0.086861|0.085525
20250117,2025_0117_48_12,7|6|3,7|6|3|5|8,7|5|6,7|5|6|8,0.248154|0.118797|0.116322|0.087314|0.083562
20250118,2025_0118_55_01,1|3|6,1|3|6|2|9,2|1,2|1|6,0.440090|0.078238|0.074732|0.068392|0.066014
20250118,2025_0118_55_02,11|9|2,11|9|2|6|3,11|2,11|2|6,0.128622|0.102897|0.100486|0.097160|0.093698
20250118,2025_0118_55_03,6|12|10,6|12|10|8|11,6|8,6|8|11,0.123874|0.114345|0.086929|0.085430|0.084756
20250118,2025_0118_55_04,9|10|2,9|10|2|8|5,5|10|9,5|10|9,0.129459|0.128486|0.107701|0.101718|0.097649
20250118,2025_0118_55_05,5|3|11,5|3|11|12|7,5|3,5|3|7,0.188654|0.132058|0.092440|0.089912|0.073140
20250118,2025_0118_55_06,4|10|3,4|10|3|8|2,4|3,4|3|2,0.149969|0.105860|0.088217|0.088217|0.084358
20250118,2025_0118_55_07,2|3|4,2|3|4|5|6,3,3|5,0.117073|0.117073|0.117073|0.117073|0.117073
20250118,2025_0118_55_08,6|7|9,6|7|9|1|2,2|6,2|6|1|9,0.317222|0.091006|0.086355|0.080747|0.076812
20250118,2025_0118_55_09,8|10|1,8|10|1|5|3,1,1|8,0.140926|0.128343|0.108897|0.097501|0.097124
20250118,2025_0118_55_10,10|1|2,10|1|2|5|3,10|2|3,10|2|3|5,0.142378|0.114377|0.109868|0.108187|0.102177
20250118,2025_0118_55_11,9|1|10,9|1|10|3|4,,10,0.127579|0.118467|0.102686|0.094212|0.083003
20250118,2025_0118_55_12,9|7|1,9|7|1|10|4,10|4,10|4|9,0.398015|0.079603|0.067135|0.066336|0.060078
20250119,2025_0119_54_01,3|5|8,3|5|8|7|1,8|3,8|3|5|7,0.408787|0.136262|0.099100|0.078889|0.074325
20250119,2025_0119_54_02,1|4|2,1|4|2|5|3,4|5|2,4|5|2|1|3,0.339134|0.254351|0.203481|0.127175|0.075859
20250119,2025_0119_54_03,2|3|5,2|3|5|6|4,6|3|2,6|3|2|4|5,0.220118|0.188672|0.165088|0.154551|0.137054
20250119,2025_0119_54_04,12|3|8,12|3|8|6|9,3,3|6,0.182383|0.156328|0.087544|0.080632|0.080632
20250119,2025_0119_54_05,4|8|7,4|8|7|2|3,2|7|4,2|7|4|3,0.256947|0.256947|0.154168|0.116794|0.083130
20250119,2025_0119_54_06,1|7|2,1|7|2|8|5,2|1,2|1|5|7,0.213023|0.102567|0.098718|0.090954|0.086948
20250119,2025_0119_54_07,6|2|5,6|2|5|1|3,6|1|2,6|1|2,0.354032|0.105456|0.104600|0.104127|0.093840
20250119,2025_0119_54_08,2|8|6,2|8|6|7|5,2|7|8,2|7|8|5,0.178995|0.131831|0.121423|0.121423|0.120158
20250119,2025_0119_54_09,3|5|8,3|5|8|9|7,8|5,8|5|3,0.115341|0.115341|0.104856|0.092273|0.086506
20250119,2025_0119_55_01,5|8|7,5|8|7|4|6,7|5,7|5|8,0.199527|0.140843|0.119716|0.112234|0.106889
20250119,2025_0119_55_02,3|8|9,3|8|9|7|6,6|8|3,6|8|3,0.138542|0.129306|0.128210|0.102684|0.096980
20250119,2025_0119_55_03,2|8|1,2|8|1|3|10,3|8|2,3|8|2,0.118054|0.112036|0.101354|0.101002|0.094897
20250119,2025_0119_55_04,12|7|2,12|7|2|8|10,2|10,2|10|8,0.119178|0.106048|0.104281|0.101737|0.101737
20250119,2025_0119_55_05,6|8|5,6|8|5|3|4,8|5|3,8|5|3|4,0.386782|0.138136|0.128927|0.089858|0.080024
20250119,2025_0119_55_06,9|12|5,9|12|5|3|10,12|10,12|10|5|9,0.112344|0.105041|0.094632|0.087953|0.086520
20250119,2025_0119_55_07,8|9|1,8|9|1|5|7,7|5|8,7|5|8|1,0.166768|0.129709|0.126889|0.106819|0.102066
20250119,2025_0119_55_08,7|9|12,7|9|12|3|1,12|3,12|3|9,0.263478|0.098804|0.097863|0.096271|0.083834
20250119,2025_0119_55_09,6|7|1,6|7|1|3|9,6|7,6|7|3|1,0.324273|0.110343|0.096299|0.096183|0.091318
20250119,2025_0119_55_10,10|1|3,10|1|3|5|4,10|1|4,10|1|4|3,0.147234|0.115358|0.114963|0.103905|0.099711
20250119,2025_0119_55_11,1|8|9,1|8|9|2|4,1,1|2,0.189831|0.111121|0.098855|0.096935|0.092806
20250119,2025_0119_55_12,4|9|10,4|9|10|3|7,9|4,9|4|3,0.246561|0.246561|0.246561|0.049312|0.041093
20250120,2025_0120_43_01,9|4|2,9|4|2|10|11,10|11|9,10|11|9|2,0.207124|0.109839|0.101745|0.087871|0.076309
20250120,2025_0120_43_02,5|2|12,5|2|12|1|7,2|5,2|5,0.160013|0.100008|0.096008|0.091436|0.087280
20250120,2025_0120_43_03,4|12|10,4|12|10|6|7,6|7|4,6|7|4,0.140469|0.117057|0.095774|0.087793|0.087793
20250120,2025_0120_43_04,9|4|6,9|4|6|5|10,5|9,5|9,0.278280|0.111312|0.079509|0.069570|0.069570
20250120,2025_0120_43_05,7|4|1,7|4|1|2|9,,1|7,0.182034|0.101130|0.099291|0.095218|0.080904
20250120,2025_0120_43_06,2|10|5,2|10|5|8|7,2|5,2|5|10,0.315980|0.082430|0.076601|0.070823|0.069362
20250120,2025_0120_43_07,9|10|5,9|10|5|11|2,9,9|2|5,0.237063|0.237063|0.081746|0.067732|0.062385
20250120,2025_0120_43_08,2|4|3,2|4|3|1|8,3|2,3|2,0.171282|0.152931|0.104440|0.101954|0.093996
20250120,2025_0120_43_09,1|9|6,1|9|6|5|4,6|1,6|1,0.248088|0.248088|0.165392|0.082696|0.062022
20250120,2025_0120_43_10,7|1|9,7|1|9|13|2,2|7|1,2|7|1|9,0.177566|0.121265|0.100165|0.086618|0.076945
20250120,2025_0120_43_11,1|12|7,1|12|7|8|13,1|7,1|7,0.213806|0.213806|0.083995|0.061087|0.058981
20250120,2025_0120_43_12,6|2|9,6|2|9|5|11,6,6|2,0.218441|0.122634|0.079433|0.077272|0.072814
20250120,2025_0120_48_01,6|9|1,6|9|1|2|7,6,6|2,0.399569|0.066595|0.063090|0.061472|0.057081
20250120,2025_0120_48_02,3|7|4,3|7|4|10|6,3,3|7,0.139110|0.095938|0.092740|0.089030|0.086944
20250120,2025_0120_48_03,2|9|4,2|9|4|7|8,4|8,4|8|9,0.276344|0.142120|0.130044|0.098694|0.083741
20250120,2025_0120_48_04,8|4|6,8|4|6|1|7,4|8|6,4|8|6|7,0.166962|0.162051|0.153049|0.146927|0.090438
20250120,2025_0120_48_05,5|6|8,5|6|8|2|4,6|5|8,6|5|8|4,0.219963|0.152282|0.137928|0.115831|0.092273
20250120,2025_0120_48_06,5|2|9,5|2|9|4|10,5|9,5|9|4|2,0.269579|0.096677|0.096406|0.087613|0.082947
20250120,2025_0120_48_07,10|6|5,10|6|5|9|2,2|6,2|6|10|9,0.161419|0.112528|0.110703|0.104490|0.099599
20250120,2025_0120_48_08,3|5|4,3|5|4|8|6,4|8,4|8|5,0.138517|0.115431|0.108217|0.103592|0.099064
20250120,2025_0120_48_09,1|3|9,1|3|9|2|5,9|3|5,9|3|5|1,0.248248|0.124124|0.107363|0.097969|0.095529
20250120,2025_0120_48_10,8|4|2,8|4|2|9|5,9|5|8,9|5|8,0.146825|0.141319|0.130649|0.102777|0.093434
20250120,2025_0120_48_11,4|2|3,4|2|3|1|8,8|4,8|4|3,0.308500|0.123400|0.115688|0.092550|0.088143
20250120,2025_0120_48_12,5|7|3,5|7|3|1|4,4|7,4|7|3|1,0.194154|0.170106|0.156816|0.136033|0.134414
20250121,2025_0121_43_01,3|2|12,3|2|12|4|8,3|2,3|2|4,0.169314|0.158026|0.082092|0.078834|0.077086
20250121,2025_0121_43_02,1|4|10,1|4|10|2|8,4|10,4|10|1,0.149673|0.112255|0.099782|0.089804|0.089804
20250121,2025_0121_43_03,6|11|7,6|11|7|2|3,7,7|2,0.112476|0.092793|0.090973|0.086607|0.082483
20250121,2025_0121_43_04,10|9|1,10|9|1|3|12,9|10,9|10|1,0.244138|0.112679|0.105793|0.087192|0.073241
20250121,2025_0121_43_05,2|3|7,2|3|7|12|6,2|7|3,2|7|3|6,0.257742|0.100856|0.077323|0.077323|0.072168
20250121,2025_0121_43_06,4|3|6,4|3|6|8|2,2|4|6,2|4|6|8,0.233354|0.161553|0.150013|0.111374|0.107702
20250121,2025_0121_43_07,7|4|10,7|4|10|14|12,4|10,4|10|7,0.151160|0.131444|0.082666|0.076861|0.072474
20250121,2025_0121_43_08,5|4|14,5|4|14|13|10,5,5,0.167159|0.093131|0.087191|0.082002|0.081490
20250121,2025_0121_43_09,11|12|9,11|12|9|6|8,8,8,0.118358|0.101919|0.098831|0.097066|0.090595
20250121,2025_0121_43_10,3|6|8,3|6|8|7|4,8|7|6,8|7|6|4,0.120018|0.114018|0.110340|0.100015|0.092697
20250121,2025_0121_43_11,11|4|13,11|4|13|10|3,10|4,10|4|3,0.206890|0.101648|0.087531|0.082924|0.077805
20250121,2025_0121_43_12,4|14|13,4|14|13|8|5,13|14,13|14|8,0.113635|0.104955|0.092532|0.092054|0.075523
20250121,2025_0121_47_01,6|7|3,6|7|3|2|1,6|3,6|3|7,0.487807|0.121952|0.107080|0.078290|0.073910
20250121,2025_0121_47_02,3|7|6,3|7|6|2|1,3|6|7,3|6|7,0.471648|0.094330|0.083626|0.078608|0.074192
20250121,2025_0121_47_03,3|4|2,3|4|2|1|5,4|3,4|3|5,0.246434|0.246434|0.112409|0.086412|0.086252
20250121,2025_0121_47_04,6|7|2,6|7|2|5|1,6|5,6|5|7,0.171978|0.150481|0.127330|0.122614|0.120385
20250121,2025_0121_47_05,2|4|3,2|4|3|7|6,4|2|7,4|2|7|3|6,0.306340|0.306340|0.122536|0.064118|0.061268
20250121,2025_0121_47_06,5|10|2,5|10|2|6|3,5|10,5|10|2,0.371745|0.102550|0.092936|0.074349|0.065955
20250121,2025_0121_47_07,3|8|5,3|8|5|7|2,5|2,5|2|3|7,0.149437|0.121088|0.117738|0.116229|0.104072
20250121,2025_0121_47_08,7|6|1,7|6|1|2|3,6|7,6|7|2,0.362678|0.113985|0.094028|0.085576|0.075037
20250121,2025_0121_47_09,9|4|1,9|4|1|6|3,9|4,9|4|1,0.205178|0.161656|0.151184|0.112647|0.089532
20250121,2025_0121_47_10,6|5|9,6|5|9|7|2,5|9,5|9|6|7,0.125557|0.125454|0.113838|0.113591|0.109772
20250121,2025_0121_51_01,3|4|7,3|4|7|10|5,3,3|10,0.142221|0.114971|0.114073|0.108605|0.095956
20250121,2025_0121_51_02,8|4|9,8|4|9|2|1,8|9,8|9|2,0.204419|0.102654|0.101188|0.097162|0.094347
20250121,2025_0121_51_03,5|8|4,5|8|4|7|2,5|4,5|4|8,0.180392|0.149864|0.107046|0.096562|0.091971
20250121,2025_0121_51_04,9|6|7,9|6|7|4|8,6|9,6|9,0.158829|0.137652|0.112559|0.106966|0.097062
20250121,2025_0121_51_05,8|5|6,8|5|6|4|2,5|8,5|8|2|4,0.135505|0.115323|0.112142|0.110167|0.108404
20250121,2025_0121_51_06,10|1|5,10|1|5|7|6,10|5|7,10|5|7,0.163678|0.150038|0.108410|0.101800|0.099450
20250121,2025_0121_51_07,1|2|9,1|2|9|5|3,5|2|9,5|2|9|3,0.137838|0.136149|0.128926|0.127172|0.104730
20250121,2025_0121_51_08,3|4|5,3|4|5|1|10,10,10|5,0.264239|0.264239|0.105696|0.088080|0.079272
20250121,2025_0121_51_09,4|2|3,4|2|3|5|1,4|5|3,4|5|3|1|2,0.354956|0.182549|0.174309|0.144880|0.143305
20250121,2025_0121_51_10,7|10|12,7|10|12|5|6,10|5,10|5|12,0.154674|0.108755|0.103116|0.096671|0.085071
20250121,2025_0121_51_11,6|9|2,6|9|2|3|1,9|1|2,9|1|2,0.257963|0.257963|0.079373|0.075872|0.073704
20250121,2025_0121_51_12,7|3|8,7|3|8|2|5,3,3|5,0.298838|0.112064|0.073485|0.070315|0.065371
20250121,2025_0121_54_01,9|6|12,9|6|12|3|2,6,6|3|2,0.153108|0.110238|0.093106|0.090731|0.089313
20250121,2025_0121_54_02,2|4|5,2|4|5|6|10,,4,0.134618|0.134618|0.134618|0.134618|0.134618
20250121,2025_0121_54_03,8|7|4,8|7|4|12|9,9,9|8|7,0.112105|0.102954|0.097577|0.097282|0.091723
20250121,2025_0121_54_04,10|12|5,10|12|5|1|4,10|12,10|12|5,0.142463|0.121569|0.112564|0.106373|0.084423
20250121,2025_0121_54_05,9|7|8,9|7|8|3|2,3|8,3|8|2|9,0.287550|0.172530|0.123236|0.107831|0.084161
20250121,2025_0121_54_06,6|10|2,6|10|2|11|12,6|2|10,6|2|10,0.162653|0.137156|0.114814|0.113857|0.104098
20250121,2025_0121_54_07,6|5|3,6|5|3|8|11,6|11,6|11|8,0.158708|0.105587|0.103701|0.094812|0.086568
20250121,2025_0121_54_08,4|5|8,4|5|8|3|1,4|8|5,4|8|5,0.164152|0.147170|0.134361|0.111338|0.100771
20250121,2025_0121_54_09,7|6|8,7|6|8|9|1,7|1,7|1,0.389143|0.105393|0.095124|0.087121|0.074835
20250121,2025_0121_54_10,3|1|9,3|1|9|11|2,,11,0.113534|0.096067|0.096067|0.093471|0.088678
20250122,2025_0122_43_01,9|8|5,9|8|5|7|2,8,8|2,0.172051|0.140190|0.105142|0.093460|0.080108
20250122,2025_0122_43_02,8|4|2,8|4|2|7|9,4|2|8,4|2|8|7,0.253937|0.190453|0.117202|0.095226|0.081623
20250122,2025_0122_43_03,11|1|10,11|1|10|12|9,11|9,11|9|10,0.180137|0.093671|0.090487|0.081061|0.075657
20250122,2025_0122_43_04,4|1|8,4|1|8|6|12,6|1|12,6|1|12,0.325644|0.084951|0.072365|0.069781|0.066799
20250122,2025_0122_43_05,9|8|5,9|8|5|3|10,9|3,9|3|8|10,0.126564|0.125509|0.107579|0.096602|0.095626
20250122,2025_0122_43_06,5|10|8,5|10|8|4|1,5|10,5|10|1,0.195074|0.143739|0.117044|0.101778|0.071369
20250122,2025_0122_43_07,13|11|12,13|11|12|4|2,11|4,11|4|12,0.223504|0.149003|0.134103|0.092485|0.057679
